smiles,property_name,property_value,property_unit,label_source
*C(=C(*)c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,Co2 Permeability Barrer,3199.999998,Barrer,exp
*C(=C(*)c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,H2 Permeability Barrer,1400.000001,Barrer,exp
*C(=C(*)c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,O2 Permeability Barrer,660.0000007,Barrer,exp
*C(=C(*)c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,Co2 Permeability Barrer,3199.999998,Barrer,sim
*C(=C(*)c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,H2 Permeability Barrer,1400.000001,Barrer,sim
*C(=C(*)c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,O2 Permeability Barrer,660.0000007,Barrer,sim
*C(=C(*)c1cccc(O)c1)c1ccc(C(C)(C)C)cc1,Co2 Permeability Barrer,3000.000002,Barrer,exp
*C(=C(*)c1cccc(O)c1)c1ccc(C(C)(C)C)cc1,H2 Permeability Barrer,1699.999999,Barrer,exp
*C(=C(*)c1cccc(O)c1)c1ccc(C(C)(C)C)cc1,O2 Permeability Barrer,580.0000006,Barrer,exp
*C(=C(*)c1cccc(O)c1)c1ccc(C(C)(C)C)cc1,Co2 Permeability Barrer,3000.000002,Barrer,sim
*C(=C(*)c1cccc(O)c1)c1ccc(C(C)(C)C)cc1,H2 Permeability Barrer,1699.999999,Barrer,sim
*C(=C(*)c1cccc(O)c1)c1ccc(C(C)(C)C)cc1,O2 Permeability Barrer,580.0000006,Barrer,sim
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc(C(C)(C)C)cc1,Co2 Permeability Barrer,7199.999993,Barrer,exp
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc(C(C)(C)C)cc1,H2 Permeability Barrer,3900.0,Barrer,exp
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc(C(C)(C)C)cc1,O2 Permeability Barrer,2100.000001,Barrer,exp
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc(C(C)(C)C)cc1,Co2 Permeability Barrer,7199.999993,Barrer,sim
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc(C(C)(C)C)cc1,H2 Permeability Barrer,3900.0,Barrer,sim
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc(C(C)(C)C)cc1,O2 Permeability Barrer,2100.000001,Barrer,sim
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc([Si](C)(C)C)cc1,Co2 Permeability Barrer,2900.000001,Barrer,exp
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc([Si](C)(C)C)cc1,H2 Permeability Barrer,1600.000001,Barrer,exp
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc([Si](C)(C)C)cc1,O2 Permeability Barrer,810.0000002,Barrer,exp
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc([Si](C)(C)C)cc1,Co2 Permeability Barrer,2900.000001,Barrer,sim
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc([Si](C)(C)C)cc1,H2 Permeability Barrer,1600.000001,Barrer,sim
*C(=C(*)c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc([Si](C)(C)C)cc1,O2 Permeability Barrer,810.0000002,Barrer,sim
*C(=C(*)c1ccccc1)CC,Glass transition temperature,-73.15,C,
*C(=C(*)c1ccccc1)CCCCCC,Glass transition temperature,-73.15,C,
*C(=C(*)c1ccccc1)c1cc(ccc1)[Ge](C)(C)C,Glass transition temperature,-73.15,C,
*C(=C(*)c1ccccc1)c1cc(ccc1)[Si](C)(C)C,Glass transition temperature,-73.15,C,
*C(=C(*)c1ccccc1)c1ccc(cc1)C(C)(C)C,Glass transition temperature,-73.15,C,
*C(=C(*)c1ccccc1)c1ccc(cc1)CCCC,Glass transition temperature,-73.15,C,
*C(=C(*)c1ccccc1)c1ccc(cc1)Oc1ccccc1,Glass transition temperature,-73.15,C,
*C(=C(*)c1ccccc1)c1ccc(cc1)[Si](C(C)C)(C(C)C)C(C)C,Glass transition temperature,-23.15,C,
*C(=C(*)c1ccccc1)c1ccc(cc1)[Si](C)(C)C,Glass transition temperature,-73.15,C,
*C(=C(*)c1ccccc1)c1ccccc1,Co2 Permeability Barrer,4199.999996,Barrer,exp
*C(=C(*)c1ccccc1)c1ccccc1,O2 Permeability Barrer,1200.0,Barrer,exp
*C(=C(*)c1ccccc1)c1ccccc1,Co2 Permeability Barrer,4199.999996,Barrer,sim
*C(=C(*)c1ccccc1)c1ccccc1,O2 Permeability Barrer,1200.0,Barrer,sim
*C(=C(Br)*)Br,Thermal decomposition temperature,160.0,C,exp
*C(=C(Br)*)Br,Thermal decomposition weight loss,7.5,%,exp
*C(=C(C(C(*)(F)F)(C(F)(F)F)F)F)F,Glass transition temperature,-276.15,C,
*C(=C(C(C(*)([2H])[2H])([2H])[2H])[2H])C([2H])([2H])[2H],Glass transition temperature,-331.15,C,
*C(=C(C(C(F)(F)F)(C(F)(F)*)F)F)F,Glass transition temperature,-3.0,C,exp
*C(=C(C(C([2H])([2H])*)([2H])[2H])[2H])C([2H])([2H])[2H],Glass transition temperature,-58.0,C,exp
*C(=C(C(C*)(F)F)F)Cl,Glass transition temperature,-290.15,C,
*C(=C(C)*)c1ccccc1,Elongation at break,4.3,%,exp
*C(=C(C)*)c1ccccc1,Tensile stress strength at break,0.093,GPa,exp
*C(=C(C)*)c1ccccc1,Glass transition temperature,200.0,C,exp
*C(=C(CC*)C)C,Glass transition temperature,-226.6535809,C,sim
*C(=C(CC*)c1ccccc1)c1ccccc1,Glass transition temperature,-152.65,C,
*C(=C(Cl)*)CCCC,Elongation at break,6.5,%,exp
*C(=C(Cl)*)CCCC,Tensile stress strength at break,0.05,GPa,exp
*C(=C(Cl)*)CCCC,Glass transition temperature,190.0,C,exp
*C(=C(Cl)*)c1ccccc1,Elongation at break,3.75,%,exp
*C(=C(Cl)*)c1ccccc1,Tensile stress strength at break,0.0805,GPa,exp
*C(=C(Cl)*)c1ccccc1,Glass transition temperature,215.0,C,exp
*C(=C(F)F)C(*)(F)F,Melting temperature,-147.65,C,
*C(=C(I)*)c1ccccc1,Thermal decomposition temperature,342.5,C,exp
*C(=C(I)*)c1ccccc1,Thermal decomposition weight loss,10.0,%,exp
*C(=C([Ge](C)(C)C)*)C,Glass transition temperature,250.0,C,exp
*C(=C([Si](C)(C)C)*)C,Elongation at break,73.0,%,exp
*C(=C([Si](C)(C)C)*)C,Tensile stress strength at break,0.04,GPa,exp
*C(=C([Si](C)(C)C)*)C,Glass transition temperature,200.0,C,exp
*C(=C([Si](C)(C)C)*)C,Thermal decomposition temperature,330.0,C,exp
*C(=C([Si](C)(C)C)*)C,Thermal decomposition weight loss,3.0,%,exp
*C(=C([Si](CC[Si](C)(C)C)(C)C)*)C,Elongation at break,33.0,%,exp
*C(=C([Si](CC[Si](C)(C)C)(C)C)*)C,Tensile stress strength at break,0.033,GPa,exp
*C(=C([Si](CC[Si](C)(C)C)(C)C)*)C,Glass transition temperature,200.0,C,exp
*C(=C([Si](C[Si](C)(C)C)(C)C)*)C,Elongation at break,26.0,%,exp
*C(=C([Si](C[Si](C)(C)C)(C)C)*)C,Tensile stress strength at break,0.027,GPa,exp
*C(=C([Si](C[Si](C)(C)C)(C)C)*)C,Glass transition temperature,200.0,C,exp
*C(=C(c1ccc(cc1)Oc1ccccc1)*)c1ccccc1,Elongation at break,0.9,%,exp
*C(=C(c1ccc(cc1)Oc1ccccc1)*)c1ccccc1,Tensile stress strength at break,0.019,GPa,exp
*C(=C(c1ccc(cc1)Oc1ccccc1)*)c1ccccc1,Glass transition temperature,200.0,C,exp
*C(=C(c1ccc(cc1)[Si](C)(C)C)*)C,Glass transition temperature,-5.0,C,exp
*C(=C(c1ccccc1)*)c1ccc(cc1)C(C)(C)C,Elongation at break,3.4,%,exp
*C(=C(c1ccccc1)*)c1ccc(cc1)C(C)(C)C,Tensile stress strength at break,0.011,GPa,exp
*C(=C(c1ccccc1)*)c1ccc(cc1)C(C)(C)C,Glass transition temperature,200.0,C,exp
*C(=C(c1ccccc1)*)c1ccc(cc1)[Si](C(C)C)(C(C)C)C(C)C,Glass transition temperature,250.0,C,exp
*C(=C(c1ccccc1)*)c1ccc(cc1)[Si](C)(C)C,Elongation at break,1.5,%,exp
*C(=C(c1ccccc1)*)c1ccc(cc1)[Si](C)(C)C,Tensile stress strength at break,0.019,GPa,exp
*C(=C(c1ccccc1)*)c1ccc(cc1)[Si](C)(C)C,Glass transition temperature,200.0,C,exp
*C(=C(c1ccccc1)*)c1cccc(c1)[Ge](C)(C)C,Elongation at break,1.1,%,exp
*C(=C(c1ccccc1)*)c1cccc(c1)[Ge](C)(C)C,Tensile stress strength at break,0.011,GPa,exp
*C(=C(c1ccccc1)*)c1cccc(c1)[Ge](C)(C)C,Glass transition temperature,200.0,C,exp
*C(=C(c1ccccc1)*)c1cccc(c1)[Si](C)(C)C,Elongation at break,2.1,%,exp
*C(=C(c1ccccc1)*)c1cccc(c1)[Si](C)(C)C,Tensile stress strength at break,0.014,GPa,exp
*C(=C(c1ccccc1)*)c1cccc(c1)[Si](C)(C)C,Glass transition temperature,200.0,C,exp
*C(=C)C*,Melting temperature,-168.4833333,C,
*C(=C*)C,Glass transition temperature,-269.1267786,C,sim
*C(=C*)C#N,Melting temperature,400.0,C,exp
*C(=C*)C#N,Melting temperature,126.85,C,
*C(=C*)C(=O)C,Glass transition temperature,115.0,C,exp
*C(=C*)C(=O)C,Thermal decomposition temperature,430.0,C,exp
*C(=C*)C(=O)C,Thermal decomposition weight loss,96.0,%,exp
*C(=C*)C(=O)C,Melting temperature,133.0,C,exp
*C(=C*)C(C)(C)C,Glass transition temperature,-73.15,C,
*C(=C*)C(CCC)[Si](c1ccccc1)(C)C,Glass transition temperature,-163.15,C,
*C(=C*)C(CCCCC)[Si](C)(C)C,Glass transition temperature,-103.15,C,
*C(=C*)C(CCCCCCC)[Si](C)(C)C,Glass transition temperature,-123.15,C,
*C(=C*)C([Si](CCCCCC)(C)C)CCC,Glass transition temperature,-233.15,C,
*C(=C*)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)OCC(CCCCCC)F,Glass transition temperature,-245.8041952,C,sim
*C(=C*)CCCOC(=O)c1c(ccc(c1)c1ccc(cc1)OC)c1ccc(cc1)OC,Glass transition temperature,-200.75,C,
*C(=C*)CCCOc1ccc(cc1)C1CCC(CC1)CCC,Melting temperature,-203.15,C,
*C(=C*)CCCOc1ccc(cc1)C1CCC(CC1)CCCCC,Melting temperature,-173.15,C,
*C(=C*)CCCOc1ccc(cc1)C1CCC(CC1)CCCCCCCC,Melting temperature,-186.15,C,
*C(=C*)CCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OC,Glass transition temperature,-253.15,C,
*C(=C*)CCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC,Glass transition temperature,-237.15,C,
*C(=C*)CCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCC,Glass transition temperature,-234.9,C,
*C(=C*)CCCOc1ccc(cc1)c1ccc(cc1)CCCCC,Melting temperature,-141.15,C,
*C(=C*)CNS(=O)(=O)CC,Glass transition temperature,-228.401752,C,sim
*C(=C*)CO,Melting temperature,400.0,C,exp
*C(=C*)CO,Melting temperature,126.85,C,
*C(=C*)OCCCC,Melting temperature,400.0,C,exp
*C(=C*)OCCCC,Melting temperature,126.85,C,
*C(=C*)c1c(c(c(c(c1F)F)CCCC)F)F,Glass transition temperature,-163.15,C,
*C(=C*)c1c(cc(cc1C)C(C)(C)C)C,Glass transition temperature,-73.15,C,
*C(=C*)c1c(ccc(c1)C(=O)Oc1ccc(cc1)OCCCCCC)C(=O)Oc1ccc(cc1)OCCCCCC,Melting temperature,-79.15,C,
*C(=C*)c1c(cccc1)C,Glass transition temperature,-11.4876449,C,sim
*C(=C*)c1c(cccc1)C(F)(F)F,Glass transition temperature,-143.15,C,
*C(=C*)c1c(cccc1)C[Si](C)(C)C,Glass transition temperature,-103.15,C,
*C(=C*)c1c(cccc1)[Ge](C)(C)C,Glass transition temperature,-93.15,C,
*C(=C*)c1c(cccc1)[Si](C)(C)C,Glass transition temperature,-83.15,C,
*C(=C*)c1c(sc(c1)C(F)(F)F)C(F)(F)F,Glass transition temperature,-218.5709945,C,sim
*C(=C*)c1cc(c(c(c1)CO)OCc1ccc(cc1)CNC(COCCCCCCCC)C)CO,Glass transition temperature,-207.3651896,C,sim
*C(=C*)c1cc(sc1C)C,Thermal decomposition temperature,301.0,C,exp
*C(=C*)c1cc(sc1C)C,Thermal decomposition weight loss,0.0,%,exp
*C(=C*)c1ccc(cc1)C(=O)c1ccc(cc1)[N+](=O)[O-],Melting temperature,26.85,C,
*C(=C*)c1ccc(cc1)OCCCCCC(=O)Oc1c(c(c(c(c1F)F)F)F)F,Glass transition temperature,-199.3180154,C,sim
*C(=C*)c1ccc(cc1)S(=O)(=O)c1ccccc1,Melting temperature,-10.65,C,
*C(=C*)c1ccc(cc1)[N+](=O)[O-],Glass transition temperature,-285.7558375,C,sim
*C(=C*)c1ccc(cc1)n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)C#C,Glass transition temperature,146.85,C,
*C(=C*)c1ccccc1,Glass transition temperature,-207.0200857,C,sim
*C(=C*)c1ccccc1,Melting temperature,-83.3642857,C,
*C(=C*)c1nc2c(n1C)cccc2,Glass transition temperature,-279.2541998,C,sim
*C(=C*)c1nc2c(n1C)cccc2,Melting temperature,6.85,C,
*C(=CC(C*)C)C,Glass transition temperature,-271.07,C,
*C(=CC(C*)C)C,Melting temperature,-103.15,C,
*C(=CCC*)C,Glass transition temperature,-334.13,C,
*C(=CCC*)C(C)(C)C,Glass transition temperature,-253.15,C,
*C(=CCC*)C(C)(C)C,Melting temperature,-167.15,C,
*C(=CCC*)C(C)C,Glass transition temperature,-320.15,C,
*C(=CCC*)CCC,Melting temperature,-231.15,C,
*C(=CCC*)CCCCCCC,Glass transition temperature,-356.15,C,
*C(=CCC*)CCCCCCCCCC,Glass transition temperature,-326.15,C,
*C(=CCC*)Cl,Glass transition temperature,-316.5,C,
*C(=CCC*)Cl,Melting temperature,-210.5710526,C,
*C(=CCC*)c1ccccc1,Glass transition temperature,-236.53,C,
*C(=CCCC*)c1ccc(cc1)Cl,Glass transition temperature,-257.15,C,
*C(=CCCC*)c1ccc(cc1)OC,Glass transition temperature,-262.15,C,
*C(=CCCC*)c1ccccc1,Glass transition temperature,-273.15,C,
*C(=O)/C=C(/C(=O)N1CC(C)N(CC1C)*)\C,Thermal decomposition temperature,360.0,C,exp
*C(=O)C(C)(C)*,Thermal decomposition temperature,300.0,C,exp
*C(=O)C(C)(C)*,Melting temperature,250.0,C,exp
*C(=O)C(c1ccc(cc1)*)O,Melting temperature,255.0,C,exp
*C(=O)C(c1ccc(s1)*)O,Glass transition temperature,91.0,C,exp
*C(=O)C(c1ccc(s1)*)O,Thermal decomposition temperature,150.0,C,exp
*C(=O)C(c1ccc(s1)*)O,Thermal decomposition weight loss,1.0,%,exp
*C(=O)C(c1ccc(s1)*)O,Melting temperature,154.0,C,exp
*C(=O)C(c1ccc(s1)*)O,Melting temperature,310.0,C,exp
*C(=O)C1C2C=CC(C1*)C2,Glass transition temperature,94.0,C,exp
*C(=O)C1C2C=CC(C1*)C2,Melting temperature,204.2,C,exp
*C(=O)C1C2C=CC(C1*)C2,Glass transition temperature,77.0,C,exp
*C(=O)C1C2C=CC(C1*)C2,Melting temperature,208.8,C,exp
*C(=O)C=CC(=O)N1CC(C)N(CC1C)*,Thermal decomposition temperature,370.0,C,exp
*C(=O)C=Cc1ccc(cc1)C=CC(=O)N1CC(=O)N(C1=O)*,Glass transition temperature,156.0,C,exp
*C(=O)C=Cc1ccc(cc1)C=CC(=O)N1CC(=O)N(C1=O)*,Thermal decomposition temperature,360.0,C,exp
*C(=O)C=Cc1ccc(cc1)C=CC(=O)N1CC(=O)N(C1=O)*,Thermal decomposition weight loss,7.5,%,exp
*C(=O)CC*,Glass transition temperature,-263.15,C,
*C(=O)CC*,Melting temperature,-25.7636364,C,
*C(=O)CCC(=O)Oc1cc2ccccc2cc1n1c(=O)[nH]n(c1=O)*,Thermal decomposition temperature,297.5,C,exp
*C(=O)CCC(=O)Oc1cc2ccccc2cc1n1c(=O)[nH]n(c1=O)*,Thermal decomposition weight loss,7.5,%,exp
*C(=O)CCC(=O)c1ccc(s1)c1ccc(s1)c1ccc(s1)*,Thermal decomposition temperature,283.5,C,exp
*C(=O)CCC(=O)c1ccc(s1)c1ccc(s1)c1ccc(s1)*,Thermal decomposition weight loss,2.5,%,exp
*C(=O)CCCCC(=O)Oc1cc2ccccc2cc1n1c(=O)[nH]n(c1=O)*,Thermal decomposition temperature,271.0,C,exp
*C(=O)CCCCC(=O)Oc1cc2ccccc2cc1n1c(=O)[nH]n(c1=O)*,Thermal decomposition weight loss,7.5,%,exp
*C(=O)CCCCC(=O)c1ccc(c2c1cccc2)C=C1CCC(=Cc2ccc(c3c2cccc3)*)C1=O,Thermal decomposition temperature,486.0,C,exp
*C(=O)CCCCC(=O)c1ccc(c2c1cccc2)C=C1CCC(=Cc2ccc(c3c2cccc3)*)C1=O,Thermal decomposition weight loss,30.0,%,exp
*C(=O)CCCCC(=O)c1ccc(c2c1cccc2)C=C1CCCC(=Cc2ccc(c3c2cccc3)*)C1=O,Thermal decomposition temperature,480.0,C,exp
*C(=O)CCCCC(=O)c1ccc(c2c1cccc2)C=C1CCCC(=Cc2ccc(c3c2cccc3)*)C1=O,Thermal decomposition weight loss,30.0,%,exp
*C(=O)CCCCC(=O)c1ccc(o1)C=C1CCC(=Cc2ccc(o2)*)C1=O,Thermal decomposition temperature,280.0,C,exp
*C(=O)CCCCC(=O)c1ccc(o1)C=C1CCC(=Cc2ccc(o2)*)C1=O,Thermal decomposition weight loss,30.0,%,exp
*C(=O)CCCCCCCCC(=O)N1CC(C)N(CC1C)*,Glass transition temperature,-60.5,C,exp
*C(=O)CCCCCCCCC(=O)N1CC(C)N(CC1C)*,Thermal decomposition temperature,320.0,C,exp
*C(=O)CCCCCCCCC(=O)c1ccc(c2c1cccc2)C=C1CCC(=Cc2ccc(c3c2cccc3)*)C1=O,Thermal decomposition temperature,478.0,C,exp
*C(=O)CCCCCCCCC(=O)c1ccc(c2c1cccc2)C=C1CCC(=Cc2ccc(c3c2cccc3)*)C1=O,Thermal decomposition weight loss,30.0,%,exp
*C(=O)CCCCCCCCC(=O)c1ccc(c2c1cccc2)C=C1CCCC(=Cc2ccc(c3c2cccc3)*)C1=O,Thermal decomposition temperature,480.0,C,exp
*C(=O)CCCCCCCCC(=O)c1ccc(c2c1cccc2)C=C1CCCC(=Cc2ccc(c3c2cccc3)*)C1=O,Thermal decomposition weight loss,30.0,%,exp
*C(=O)CCCCCCCCC(=O)c1ccc(cc1)C=C1CCC(=Cc2ccc(cc2)*)C1=O,Thermal decomposition temperature,220.0,C,exp
*C(=O)CCCCCCCCC(=O)c1ccc(cc1)C=C1CCC(=Cc2ccc(cc2)*)C1=O,Thermal decomposition weight loss,10.0,%,exp
*C(=O)CCCCCCCCC(=O)c1ccc(cc1)C=C1CCCC(=Cc2ccc(cc2)*)C1=O,Thermal decomposition temperature,215.0,C,exp
*C(=O)CCCCCCCCC(=O)c1ccc(cc1)C=C1CCCC(=Cc2ccc(cc2)*)C1=O,Thermal decomposition weight loss,10.0,%,exp
*C(=O)CCCCCCCCC(=O)c1ccc(o1)C=C1CCC(=Cc2ccc(o2)*)C1=O,Thermal decomposition temperature,275.0,C,exp
*C(=O)CCCCCCCCC(=O)c1ccc(o1)C=C1CCC(=Cc2ccc(o2)*)C1=O,Thermal decomposition weight loss,30.0,%,exp
*C(=O)CCCCCCCCCCOc1ccc(cc1)c1c2nsnc2c(cc1)c1ccc(cc1)OCCCCCCCCCCC(=O)OCC(CO*)(CO*)C,Melting temperature,-181.95,C,
*C(=O)CCN1CCN(CC1)CCC(=O)N1CCN(C(C1)C)*,Melting temperature,217.0,C,exp
*C(=O)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)cc1Br,Co2 Permeability Barrer,21.5,Barrer,exp
*C(=O)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)cc1Br,H2 Permeability Barrer,54.00000002,Barrer,exp
*C(=O)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)cc1Br,O2 Permeability Barrer,5.630000002,Barrer,exp
*C(=O)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)cc1Br,Co2 Permeability Barrer,21.5,Barrer,sim
*C(=O)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)cc1Br,H2 Permeability Barrer,54.00000002,Barrer,sim
*C(=O)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)cc1Br,O2 Permeability Barrer,5.630000002,Barrer,sim
*C(=O)COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,Co2 Permeability Barrer,85.09999998,Barrer,exp
*C(=O)COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,H2 Permeability Barrer,148.9999999,Barrer,exp
*C(=O)COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,O2 Permeability Barrer,22.10000002,Barrer,exp
*C(=O)COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,Co2 Permeability Barrer,85.09999998,Barrer,sim
*C(=O)COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,H2 Permeability Barrer,148.9999999,Barrer,sim
*C(=O)COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,O2 Permeability Barrer,22.10000002,Barrer,sim
*C(=O)COc1c(Br)cc2c(c1Br)C(C)(C)c1cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c1-2,Co2 Permeability Barrer,69.50000007,Barrer,exp
*C(=O)COc1c(Br)cc2c(c1Br)C(C)(C)c1cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c1-2,H2 Permeability Barrer,141.0000001,Barrer,exp
*C(=O)COc1c(Br)cc2c(c1Br)C(C)(C)c1cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c1-2,O2 Permeability Barrer,16.80000001,Barrer,exp
*C(=O)COc1c(Br)cc2c(c1Br)C(C)(C)c1cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c1-2,Co2 Permeability Barrer,69.50000007,Barrer,sim
*C(=O)COc1c(Br)cc2c(c1Br)C(C)(C)c1cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c1-2,H2 Permeability Barrer,141.0000001,Barrer,sim
*C(=O)COc1c(Br)cc2c(c1Br)C(C)(C)c1cc(Br)c(OC(=O)c3cc(*)cc(C(C)(C)C)c3)c(Br)c1-2,O2 Permeability Barrer,16.80000001,Barrer,sim
*C(=O)NC(=S)Nc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,Glass transition temperature,292.0,C,exp
*C(=O)NC(=S)Nc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition temperature,544.0,C,exp
*C(=O)NC(=S)Nc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition weight loss,5.0,%,exp
*C(=O)NC(=S)Nc1ccc(cc1)NC(=O)c1cccc(c1)C(=O)Nc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,Glass transition temperature,290.0,C,exp
*C(=O)NC(=S)Nc1ccc(cc1)NC(=O)c1cccc(c1)C(=O)Nc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition temperature,534.0,C,exp
*C(=O)NC(=S)Nc1ccc(cc1)NC(=O)c1cccc(c1)C(=O)Nc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition weight loss,5.0,%,exp
*C(=O)NC(=S)Nc1cccnc1OC(=O)CCCCC(=O)Oc1ncccc1N1C(=O)c2c(C1=O)cc(cc2)*,Glass transition temperature,223.0,C,exp
*C(=O)NC(=S)Nc1cccnc1OC(=O)CCCCC(=O)Oc1ncccc1N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition temperature,372.0,C,exp
*C(=O)NC(=S)Nc1cccnc1OC(=O)CCCCC(=O)Oc1ncccc1N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition weight loss,5.0,%,exp
*C(=O)NC(=S)Nc1cccnc1OC(=O)c1ccc(cc1)C(=O)Oc1ncccc1N1C(=O)c2c(C1=O)cc(cc2)*,Glass transition temperature,230.0,C,exp
*C(=O)NC(=S)Nc1cccnc1OC(=O)c1ccc(cc1)C(=O)Oc1ncccc1N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition temperature,526.5,C,exp
*C(=O)NC(=S)Nc1cccnc1OC(=O)c1ccc(cc1)C(=O)Oc1ncccc1N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition weight loss,5.0,%,exp
*C(=O)NC(=S)Nc1cccnc1OC(=O)c1cccc(c1)C(=O)Oc1ncccc1N1C(=O)c2c(C1=O)cc(cc2)*,Glass transition temperature,225.0,C,exp
*C(=O)NC(=S)Nc1cccnc1OC(=O)c1cccc(c1)C(=O)Oc1ncccc1N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition temperature,517.5,C,exp
*C(=O)NC(=S)Nc1cccnc1OC(=O)c1cccc(c1)C(=O)Oc1ncccc1N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition weight loss,5.0,%,exp
*C(=O)NC(=S)Nc1ncccc1C(=O)Nc1ccc(cc1)NC(=O)c1cccnc1N1C(=O)c2c(C1=O)cc(cc2)*,Glass transition temperature,270.0,C,exp
*C(=O)NC(=S)Nc1ncccc1C(=O)Nc1ccc(cc1)NC(=O)c1cccnc1N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition temperature,562.0,C,exp
*C(=O)NC(=S)Nc1ncccc1C(=O)Nc1ccc(cc1)NC(=O)c1cccnc1N1C(=O)c2c(C1=O)cc(cc2)*,Thermal decomposition weight loss,10.0,%,exp
